age,marital,housing,loan,duration,campaign,pdays,previous,poutcome,y
48,married,no,no,467,3,999,0,nonexistent,yes
46,married,yes,no,16,1,999,0,nonexistent,no
43,married,yes,no,93,3,999,0,nonexistent,no
46,single,no,no,119,1,999,0,nonexistent,no
36,married,yes,yes,308,1,3,1,success,no
59,married,no,no,92,4,999,0,nonexistent,no
42,married,no,no,71,1,999,0,nonexistent,no
43,single,no,no,58,1,999,0,nonexistent,no
33,married,yes,no,155,2,999,0,nonexistent,no
37,single,yes,no,270,2,999,1,failure,no
43,married,no,yes,69,1,999,1,failure,no
32,married,yes,no,88,5,999,0,nonexistent,no
41,married,no,no,201,6,999,0,nonexistent,no
37,married,yes,no,200,3,999,0,nonexistent,no
50,married,yes,no,93,2,999,0,nonexistent,no
33,married,no,no,139,2,999,0,nonexistent,no
29,single,no,no,521,2,999,0,nonexistent,no
50,married,no,no,20,3,999,0,nonexistent,no
31,single,yes,no,1032,2,999,0,nonexistent,yes
57,single,no,no,74,3,999,0,nonexistent,no
31,married,yes,yes,649,2,999,0,nonexistent,yes
29,single,yes,yes,368,1,999,0,nonexistent,no
36,divorced,no,no,825,2,999,0,nonexistent,no
46,married,yes,no,293,2,999,0,nonexistent,no
65,married,no,no,176,5,999,0,nonexistent,no
55,divorced,yes,no,213,3,999,0,nonexistent,no
43,married,yes,no,1363,1,999,0,nonexistent,yes
36,married,no,no,258,1,999,0,nonexistent,no
30,single,no,no,235,1,999,0,nonexistent,no
37,married,no,no,104,1,999,0,nonexistent,no
41,single,no,no,134,1,999,0,nonexistent,no
32,single,yes,yes,66,2,999,0,nonexistent,no
50,married,no,no,134,6,999,0,nonexistent,no
37,divorced,no,no,374,1,999,0,nonexistent,no
36,married,yes,no,76,2,999,0,nonexistent,no
33,married,yes,no,966,3,999,0,nonexistent,no
33,single,no,no,60,1,999,0,nonexistent,no
55,married,yes,no,129,3,999,0,nonexistent,no
42,married,yes,yes,226,1,999,0,nonexistent,no
35,single,no,no,1243,2,999,0,nonexistent,no
42,married,no,no,217,1,999,0,nonexistent,no
41,married,yes,no,60,3,999,0,nonexistent,no
50,married,yes,no,113,2,999,0,nonexistent,no
31,single,yes,no,850,1,999,0,nonexistent,yes
43,married,no,yes,124,8,999,0,nonexistent,no
30,married,no,no,514,7,999,0,nonexistent,no
36,married,yes,no,865,1,999,0,nonexistent,no
32,married,no,no,47,1,999,1,failure,no
30,single,no,yes,295,4,999,0,nonexistent,no
84,divorced,yes,yes,666,1,3,2,success,yes
29,single,yes,yes,22,8,999,0,nonexistent,no
33,married,yes,no,446,2,999,0,nonexistent,no
27,single,yes,no,279,1,999,0,nonexistent,no
31,married,no,no,274,6,999,0,nonexistent,no
37,single,no,no,314,1,1,1,success,no
43,single,yes,no,64,3,999,0,nonexistent,no
26,single,no,no,14,1,999,0,nonexistent,no
60,married,no,no,799,2,999,0,nonexistent,yes
30,single,yes,no,563,2,999,0,nonexistent,no
30,married,yes,yes,184,2,999,0,nonexistent,no
37,married,no,no,131,1,999,0,nonexistent,no
34,single,yes,no,140,3,999,0,nonexistent,no
33,married,no,no,792,1,999,0,nonexistent,no
52,married,no,yes,682,10,999,0,nonexistent,no
35,married,no,yes,349,1,999,3,failure,yes
50,married,yes,no,179,2,999,0,nonexistent,no
37,married,no,yes,447,2,999,1,failure,no
36,single,yes,no,335,8,999,0,nonexistent,no
26,single,yes,no,61,2,999,0,nonexistent,no
26,single,yes,yes,41,1,999,0,nonexistent,no
50,married,yes,yes,400,1,999,0,nonexistent,no
34,married,yes,no,281,1,999,0,nonexistent,no
29,single,yes,no,160,3,999,0,nonexistent,no
54,single,no,no,158,1,999,1,failure,no
44,married,yes,no,278,1,999,0,nonexistent,no
43,divorced,yes,no,55,2,999,0,nonexistent,no
23,single,no,no,795,1,999,0,nonexistent,yes
28,single,no,no,431,8,999,0,nonexistent,no
34,married,yes,no,74,2,999,0,nonexistent,no
20,single,no,no,250,1,999,1,failure,no
43,single,yes,no,265,1,999,0,nonexistent,no
37,married,yes,no,165,1,999,0,nonexistent,no
31,single,no,no,84,1,999,0,nonexistent,no
35,married,no,no,391,1,999,0,nonexistent,no
36,married,no,no,126,2,999,0,nonexistent,no
28,single,yes,yes,166,2,999,0,nonexistent,no
50,married,no,no,182,1,999,0,nonexistent,no
40,married,no,yes,80,1,999,1,failure,no
25,single,yes,no,234,1,3,1,success,yes
35,married,no,no,12,1,999,0,nonexistent,no
35,married,yes,no,86,2,999,0,nonexistent,no
27,single,yes,no,212,2,999,0,nonexistent,no
39,married,no,yes,162,1,999,0,nonexistent,no
28,married,yes,no,134,2,999,0,nonexistent,no
35,married,yes,no,36,1,999,0,nonexistent,no
58,married,yes,no,92,1,999,0,nonexistent,no
38,married,yes,no,173,1,999,0,nonexistent,no
38,married,yes,no,163,2,999,0,nonexistent,no
53,divorced,yes,no,503,2,999,0,nonexistent,no
41,married,yes,no,47,13,999,0,nonexistent,no
45,divorced,no,no,834,6,999,0,nonexistent,no
54,married,yes,no,264,1,999,0,nonexistent,no
43,single,no,no,164,2,3,2,success,yes
28,married,no,no,392,1,999,0,nonexistent,no
77,married,yes,no,190,1,999,0,nonexistent,yes
29,single,yes,no,201,2,999,0,nonexistent,no
45,married,no,no,126,2,999,1,failure,no
30,single,no,no,126,1,999,0,nonexistent,no
26,married,yes,yes,56,1,999,0,nonexistent,no
38,married,no,no,822,1,999,0,nonexistent,no
36,married,yes,yes,97,1,999,0,nonexistent,no
43,married,no,no,68,1,999,0,nonexistent,no
39,single,no,yes,94,4,999,0,nonexistent,no
52,married,no,yes,381,2,999,0,nonexistent,yes
31,single,yes,no,55,3,999,0,nonexistent,no
35,single,no,no,136,1,999,0,nonexistent,no
45,single,yes,no,201,1,999,0,nonexistent,no
45,single,yes,yes,347,6,999,0,nonexistent,no
38,married,no,no,140,2,999,0,nonexistent,no
52,divorced,no,no,210,2,999,0,nonexistent,no
33,married,yes,no,524,2,999,0,nonexistent,no
36,single,no,no,106,1,999,1,failure,no
47,married,yes,no,170,1,999,0,nonexistent,no
23,single,yes,no,150,4,999,0,nonexistent,no
24,single,yes,yes,663,1,10,1,success,no
24,single,yes,no,460,1,999,0,nonexistent,yes
33,married,no,yes,169,3,999,1,failure,no
31,married,no,no,56,2,999,0,nonexistent,no
43,divorced,yes,no,201,1,999,0,nonexistent,no
39,single,no,no,172,2,999,0,nonexistent,no
55,married,no,no,269,2,999,0,nonexistent,no
36,divorced,no,no,39,1,999,0,nonexistent,no
43,married,yes,no,363,1,999,0,nonexistent,no
35,married,yes,no,188,2,999,0,nonexistent,no
36,married,yes,no,134,3,999,0,nonexistent,no
29,married,yes,no,155,2,999,0,nonexistent,no
31,married,yes,no,332,2,999,0,nonexistent,no
43,married,yes,yes,149,1,999,0,nonexistent,no
51,single,no,no,151,2,999,0,nonexistent,no
41,married,no,yes,863,1,999,0,nonexistent,no
28,married,no,no,36,1,999,0,nonexistent,no
28,married,no,no,38,11,999,0,nonexistent,no
31,married,yes,no,280,7,999,0,nonexistent,no
39,married,yes,no,126,1,999,0,nonexistent,no
33,married,yes,no,9,17,999,0,nonexistent,no
46,married,unknown,unknown,364,1,999,0,nonexistent,no
32,single,no,no,590,3,999,0,nonexistent,yes
31,married,yes,no,364,1,999,0,nonexistent,no
36,married,yes,no,665,3,999,0,nonexistent,no
37,married,no,no,68,1,999,0,nonexistent,no
57,divorced,yes,yes,1154,1,999,0,nonexistent,yes
43,married,no,no,618,8,999,0,nonexistent,yes
32,married,no,no,73,3,999,0,nonexistent,no
37,single,no,no,360,1,999,0,nonexistent,no
31,married,no,no,425,2,999,0,nonexistent,no
31,single,yes,no,373,1,999,0,nonexistent,yes
35,divorced,no,yes,102,3,999,0,nonexistent,no
39,single,yes,no,59,1,999,0,nonexistent,no
36,single,no,no,522,1,999,0,nonexistent,no
49,single,no,no,103,1,999,0,nonexistent,no
39,married,yes,no,219,1,999,0,nonexistent,no
33,married,yes,no,59,7,999,0,nonexistent,no
33,married,no,no,169,5,999,0,nonexistent,no
29,married,yes,no,203,1,999,0,nonexistent,no
53,married,yes,no,118,7,999,0,nonexistent,no
50,married,yes,no,567,5,999,0,nonexistent,yes
34,married,yes,no,54,1,999,0,nonexistent,no
33,single,no,no,137,1,999,0,nonexistent,yes
33,married,yes,no,171,1,999,0,nonexistent,yes
46,married,no,no,90,2,999,1,failure,no
37,divorced,no,no,143,1,999,0,nonexistent,no
31,married,yes,no,242,2,999,0,nonexistent,no
38,married,yes,yes,11,3,999,0,nonexistent,no
35,divorced,yes,no,124,1,999,0,nonexistent,no
35,married,yes,no,73,2,999,0,nonexistent,no
33,single,yes,no,244,1,999,0,nonexistent,no
58,married,no,no,127,1,999,1,failure,no
47,divorced,yes,no,364,13,999,0,nonexistent,no
61,married,no,no,56,4,999,0,nonexistent,no
38,married,no,no,24,5,999,0,nonexistent,no
28,married,no,no,325,1,999,0,nonexistent,no
42,married,no,yes,66,1,999,0,nonexistent,no
27,single,yes,no,100,2,999,0,nonexistent,no
47,married,no,no,96,3,999,0,nonexistent,no
41,married,yes,yes,982,1,999,0,nonexistent,no
49,married,yes,no,61,7,999,0,nonexistent,no
39,single,yes,no,466,1,999,0,nonexistent,no
27,single,no,yes,537,2,999,1,failure,no
39,married,no,no,203,1,999,0,nonexistent,no
38,divorced,no,no,102,2,999,0,nonexistent,no
30,married,yes,yes,166,2,999,0,nonexistent,no
60,married,yes,no,363,1,999,0,nonexistent,yes
44,married,no,no,271,2,999,1,failure,no
49,divorced,yes,yes,230,1,999,0,nonexistent,no
36,married,unknown,unknown,102,14,999,0,nonexistent,no
35,single,no,yes,416,3,999,0,nonexistent,no
30,divorced,no,yes,126,2,999,0,nonexistent,no
43,married,no,no,398,2,999,0,nonexistent,no
35,single,yes,no,105,5,999,0,nonexistent,no
50,divorced,no,no,64,1,999,0,nonexistent,no
32,single,yes,no,712,4,999,0,nonexistent,yes
32,single,no,yes,13,11,999,0,nonexistent,no
36,married,no,no,94,1,999,0,nonexistent,no
29,divorced,yes,no,168,4,999,1,failure,no
62,married,yes,no,181,2,999,1,failure,no
48,married,yes,no,409,2,999,0,nonexistent,no
37,married,yes,no,87,2,12,1,success,no
35,divorced,yes,yes,181,1,999,0,nonexistent,no
56,divorced,yes,no,67,6,999,1,failure,no
37,married,yes,no,204,3,999,0,nonexistent,no
49,married,yes,no,115,1,999,1,failure,no
38,married,yes,no,178,1,999,0,nonexistent,no
41,divorced,no,no,72,3,999,0,nonexistent,no
42,divorced,yes,no,85,3,999,0,nonexistent,no
50,married,yes,no,217,1,999,0,nonexistent,no
33,married,unknown,unknown,141,3,999,0,nonexistent,no
51,married,no,no,117,2,999,0,nonexistent,no
69,married,no,no,289,1,10,1,success,yes
33,single,yes,yes,117,1,999,0,nonexistent,no
42,divorced,no,no,211,1,999,0,nonexistent,no
23,single,no,no,380,2,999,1,failure,no
35,married,no,no,170,1,999,0,nonexistent,no
32,married,yes,yes,127,3,999,0,nonexistent,no
29,married,yes,no,257,4,999,0,nonexistent,no
30,single,yes,no,116,4,999,0,nonexistent,no
31,married,yes,yes,41,1,999,1,failure,no
33,married,yes,no,663,3,999,0,nonexistent,yes
30,married,no,no,758,3,999,0,nonexistent,no
55,married,yes,yes,384,4,999,0,nonexistent,no
54,married,no,no,322,2,999,0,nonexistent,no
50,divorced,yes,yes,217,1,999,0,nonexistent,no
57,married,yes,no,144,3,999,0,nonexistent,no
26,single,no,no,84,5,999,0,nonexistent,no
38,single,no,no,73,5,999,0,nonexistent,no
34,married,yes,no,82,1,999,0,nonexistent,no
34,married,yes,no,228,3,999,0,nonexistent,no
34,married,unknown,unknown,35,3,999,0,nonexistent,no
44,married,no,no,57,4,999,0,nonexistent,no
29,single,no,no,128,2,999,1,failure,no
32,divorced,no,no,102,2,999,0,nonexistent,no
32,divorced,no,no,96,1,999,0,nonexistent,no
27,married,yes,yes,201,1,999,0,nonexistent,no
39,married,no,no,73,1,999,0,nonexistent,no
46,married,yes,no,114,3,999,0,nonexistent,no
32,single,yes,no,240,1,999,1,failure,no
34,single,no,yes,74,5,999,0,nonexistent,no
25,single,yes,yes,115,1,999,1,failure,yes
38,married,yes,no,55,5,999,0,nonexistent,no
29,single,yes,no,128,1,999,0,nonexistent,no
50,single,yes,no,381,7,999,0,nonexistent,no
35,married,yes,no,181,1,999,0,nonexistent,no
44,married,no,no,19,17,999,0,nonexistent,no
41,single,yes,no,464,2,999,0,nonexistent,no
33,married,yes,yes,74,3,999,1,failure,no
27,divorced,no,no,69,11,999,0,nonexistent,no
38,married,yes,no,43,9,999,0,nonexistent,no
30,single,no,no,402,1,999,0,nonexistent,no
42,married,no,no,71,1,999,0,nonexistent,no
54,married,no,yes,395,6,999,0,nonexistent,no
55,married,no,no,231,4,999,0,nonexistent,no
25,single,no,no,188,2,999,0,nonexistent,no
48,married,yes,no,118,1,999,0,nonexistent,no
39,married,no,no,272,1,999,0,nonexistent,no
67,divorced,yes,no,89,5,999,1,failure,no
24,single,yes,no,34,7,999,0,nonexistent,no
46,married,yes,no,143,1,999,0,nonexistent,no
54,married,no,no,2025,1,999,0,nonexistent,yes
36,single,yes,no,81,1,999,0,nonexistent,no
27,single,yes,no,56,7,999,0,nonexistent,no
39,married,no,no,100,1,999,0,nonexistent,no
42,married,yes,yes,172,2,999,0,nonexistent,no
41,married,yes,no,135,1,999,0,nonexistent,no
39,married,yes,no,343,1,999,0,nonexistent,no
41,single,yes,no,108,2,999,1,failure,no
58,married,no,no,92,2,3,1,success,yes
40,married,no,no,238,3,999,0,nonexistent,no
32,single,yes,no,86,3,999,0,nonexistent,no
76,divorced,yes,no,956,1,999,0,nonexistent,no
37,single,yes,no,391,1,999,0,nonexistent,no
33,single,yes,no,210,2,999,0,nonexistent,no
42,married,yes,no,128,1,999,0,nonexistent,no
38,divorced,yes,no,175,1,999,0,nonexistent,no
37,married,no,no,243,10,999,0,nonexistent,no
58,married,yes,no,35,1,999,0,nonexistent,no
26,married,yes,no,49,1,999,0,nonexistent,no
37,married,no,no,606,2,1,1,success,no
35,married,yes,no,60,3,999,0,nonexistent,no
31,married,yes,no,255,3,4,1,success,yes
39,married,yes,no,112,1,999,0,nonexistent,yes
43,married,yes,no,141,1,999,1,failure,no
53,married,yes,no,160,1,999,0,nonexistent,no
40,married,yes,no,1206,4,999,0,nonexistent,no
48,married,no,no,188,2,999,0,nonexistent,yes
54,married,yes,no,47,2,999,0,nonexistent,no
44,divorced,no,no,365,1,999,0,nonexistent,no
53,married,no,no,498,7,999,0,nonexistent,no
35,single,yes,no,33,5,999,0,nonexistent,no
37,single,no,no,147,1,999,0,nonexistent,no
26,married,no,no,232,1,999,0,nonexistent,no
35,married,yes,no,337,1,999,0,nonexistent,no
29,single,unknown,unknown,444,3,999,0,nonexistent,no
31,married,yes,yes,298,1,999,0,nonexistent,no
26,married,yes,no,113,1,999,0,nonexistent,no
37,married,no,yes,156,1,999,0,nonexistent,no
55,married,no,no,431,1,999,0,nonexistent,no
31,single,yes,no,276,1,999,0,nonexistent,no
29,single,yes,no,122,12,999,0,nonexistent,no
46,divorced,yes,no,90,3,999,0,nonexistent,no
34,single,no,no,131,1,999,1,failure,no
35,married,yes,yes,165,1,999,0,nonexistent,no
43,single,yes,no,175,1,999,1,failure,no
32,married,yes,no,105,1,999,0,nonexistent,no
53,married,no,no,313,2,999,0,nonexistent,no
37,divorced,yes,yes,354,5,999,0,nonexistent,no
35,married,yes,no,42,1,999,0,nonexistent,no
53,married,yes,no,171,1,999,0,nonexistent,no
37,single,no,no,263,1,999,0,nonexistent,no
39,single,no,no,504,2,999,1,failure,yes
44,divorced,yes,yes,100,4,999,0,nonexistent,no
58,married,yes,no,180,4,999,0,nonexistent,no
33,single,no,no,346,2,999,0,nonexistent,no
58,divorced,no,no,80,3,999,0,nonexistent,no
58,divorced,no,no,186,1,999,0,nonexistent,yes
44,divorced,no,no,191,6,999,0,nonexistent,no
44,divorced,yes,yes,31,3,999,0,nonexistent,no
39,married,no,yes,82,2,999,0,nonexistent,no
40,divorced,no,yes,270,5,999,0,nonexistent,no
29,single,yes,no,213,2,999,0,nonexistent,no
35,married,no,no,437,3,999,1,failure,no
37,divorced,yes,no,7,12,999,0,nonexistent,no
44,married,no,no,107,1,999,0,nonexistent,no
30,single,unknown,unknown,466,3,999,0,nonexistent,yes
31,single,no,no,175,2,999,0,nonexistent,no
33,married,no,no,76,2,999,0,nonexistent,no
31,divorced,no,no,274,2,999,0,nonexistent,no
38,married,no,no,922,2,999,0,nonexistent,yes
47,married,yes,yes,298,3,999,0,nonexistent,no
36,married,no,no,174,1,3,1,success,yes
57,married,no,no,277,2,6,2,success,yes
45,married,yes,no,174,1,999,1,failure,no
42,married,yes,no,157,1,999,0,nonexistent,no
46,divorced,no,no,127,1,999,0,nonexistent,no
51,married,unknown,unknown,480,1,999,0,nonexistent,yes
25,single,no,yes,411,2,8,4,success,yes
34,married,yes,no,442,2,999,1,failure,no
37,divorced,no,no,342,2,999,0,nonexistent,no
36,married,no,no,89,2,999,0,nonexistent,no
36,married,yes,no,47,1,999,0,nonexistent,no
52,divorced,no,no,634,2,999,0,nonexistent,no
28,single,yes,yes,76,1,999,0,nonexistent,no
45,married,yes,no,460,2,999,1,failure,no
32,single,yes,no,148,2,999,0,nonexistent,no
30,single,yes,no,169,8,999,0,nonexistent,no
34,single,no,yes,256,3,999,0,nonexistent,no
51,married,no,no,76,1,999,0,nonexistent,no
32,married,yes,no,126,1,999,0,nonexistent,no
46,divorced,no,no,56,3,999,0,nonexistent,no
48,married,yes,no,119,1,999,0,nonexistent,no
31,single,yes,yes,428,1,999,0,nonexistent,no
49,married,yes,no,116,1,999,0,nonexistent,no
53,married,yes,yes,98,1,999,0,nonexistent,no
28,single,no,no,290,6,999,0,nonexistent,no
58,divorced,no,no,129,2,999,0,nonexistent,no
57,divorced,no,no,283,3,999,0,nonexistent,no
25,divorced,no,yes,163,1,999,0,nonexistent,yes
44,married,yes,no,121,1,999,0,nonexistent,no
29,married,no,yes,525,1,999,0,nonexistent,no
56,divorced,no,no,80,1,999,0,nonexistent,no
38,married,no,no,879,2,999,0,nonexistent,no
43,married,yes,no,190,1,999,0,nonexistent,no
40,single,yes,no,202,3,999,1,failure,no
56,married,yes,yes,80,2,999,0,nonexistent,no
24,single,yes,no,25,8,999,0,nonexistent,no
36,married,no,no,267,2,999,0,nonexistent,no
42,married,no,yes,252,2,999,0,nonexistent,no
35,married,yes,no,31,1,999,0,nonexistent,no
60,married,unknown,unknown,101,3,999,0,nonexistent,no
39,single,no,no,844,1,999,0,nonexistent,yes
34,married,yes,no,99,4,999,0,nonexistent,no
28,single,no,no,95,6,999,0,nonexistent,no
35,single,yes,no,365,1,999,0,nonexistent,no
48,married,yes,yes,14,11,999,0,nonexistent,no
50,divorced,no,no,122,6,999,0,nonexistent,no
61,married,no,no,174,2,999,0,nonexistent,no
38,married,no,no,102,2,999,0,nonexistent,no
44,single,no,no,312,1,999,0,nonexistent,no
41,single,yes,no,94,1,999,0,nonexistent,no
40,divorced,yes,no,302,2,999,0,nonexistent,no
34,single,yes,no,473,2,999,0,nonexistent,no
36,single,no,no,85,2,999,0,nonexistent,no
31,single,yes,no,181,1,999,0,nonexistent,no
24,single,yes,yes,162,1,999,0,nonexistent,no
34,married,no,no,81,3,999,0,nonexistent,no
21,single,no,no,113,1,999,0,nonexistent,yes
53,married,no,no,165,20,999,0,nonexistent,no
57,divorced,no,no,452,2,999,0,nonexistent,no
31,divorced,no,no,40,1,999,1,failure,no
23,single,yes,no,17,4,999,0,nonexistent,no
44,single,no,no,83,2,999,0,nonexistent,no
40,married,yes,no,92,1,999,0,nonexistent,no
36,married,no,yes,49,5,999,0,nonexistent,no
39,single,yes,no,305,1,999,1,failure,no
50,divorced,no,no,82,7,999,0,nonexistent,no
37,single,no,no,107,1,999,1,failure,no
52,single,no,no,321,1,999,0,nonexistent,no
62,married,no,no,210,1,999,0,nonexistent,no
45,married,no,no,260,2,999,0,nonexistent,no
55,married,no,no,58,2,999,0,nonexistent,no
38,married,yes,no,481,3,999,0,nonexistent,yes
48,married,no,no,209,1,999,0,nonexistent,no
52,single,no,no,776,4,999,0,nonexistent,no
54,divorced,no,yes,138,6,999,0,nonexistent,no
45,married,yes,yes,317,5,999,0,nonexistent,yes
39,married,no,yes,300,3,999,0,nonexistent,no
32,married,no,no,128,3,999,0,nonexistent,no
34,single,no,no,90,1,999,0,nonexistent,no
29,unknown,no,no,264,2,999,1,failure,no
35,divorced,yes,no,188,2,999,0,nonexistent,no
50,married,yes,no,329,1,999,0,nonexistent,no
44,single,yes,yes,160,2,999,0,nonexistent,no
31,married,yes,no,577,2,999,0,nonexistent,no
31,married,no,no,185,1,999,0,nonexistent,no
45,married,no,no,86,1,999,0,nonexistent,no
35,single,yes,no,207,1,999,0,nonexistent,no
33,married,no,no,283,1,999,0,nonexistent,no
32,single,yes,no,340,2,999,1,failure,no
59,married,yes,no,92,2,999,0,nonexistent,no
48,married,yes,no,393,1,999,0,nonexistent,no
35,divorced,yes,no,197,3,999,0,nonexistent,no
36,married,yes,no,1040,1,999,0,nonexistent,no
37,married,no,yes,1505,3,999,0,nonexistent,yes
33,married,yes,no,183,4,999,0,nonexistent,no
40,married,no,no,100,3,999,0,nonexistent,no
27,married,yes,no,465,3,999,0,nonexistent,no
44,married,no,no,407,4,999,0,nonexistent,no
47,married,yes,no,59,3,999,0,nonexistent,no
28,single,yes,no,119,4,999,1,failure,no
49,married,yes,no,158,10,999,0,nonexistent,no
31,married,yes,yes,85,1,999,0,nonexistent,no
55,married,no,no,806,2,999,0,nonexistent,no
44,single,no,no,330,3,999,0,nonexistent,no
58,divorced,no,no,231,5,999,0,nonexistent,no
32,married,no,no,252,1,999,0,nonexistent,no
45,single,no,no,643,2,999,0,nonexistent,no
26,married,no,no,49,1,999,0,nonexistent,no
36,married,no,no,33,2,999,0,nonexistent,no
39,single,no,no,47,1,999,1,failure,no
39,single,no,yes,126,3,999,0,nonexistent,no
35,married,yes,no,125,5,999,0,nonexistent,no
36,married,no,no,193,3,999,0,nonexistent,no
67,married,no,no,140,2,999,0,nonexistent,no
42,married,no,no,391,3,999,0,nonexistent,no
35,married,yes,no,178,1,999,0,nonexistent,no
40,divorced,no,no,1449,6,999,0,nonexistent,yes
47,married,yes,no,231,8,999,0,nonexistent,no
36,single,no,no,166,1,999,0,nonexistent,no
46,married,yes,yes,128,3,999,0,nonexistent,no
38,single,yes,no,425,2,999,1,failure,no
41,divorced,no,no,76,4,999,0,nonexistent,no
55,married,no,no,306,2,999,0,nonexistent,no
35,divorced,yes,yes,432,1,999,0,nonexistent,no
72,married,no,no,124,1,999,0,nonexistent,no
44,married,yes,no,114,1,999,0,nonexistent,no
50,married,yes,no,16,6,999,0,nonexistent,no
31,married,yes,yes,157,5,999,0,nonexistent,no
30,single,yes,no,292,1,999,0,nonexistent,yes
37,single,no,no,146,2,999,0,nonexistent,no
43,divorced,no,no,131,2,999,1,failure,no
49,married,no,no,270,15,999,0,nonexistent,no
35,married,no,no,122,2,999,0,nonexistent,no
46,single,yes,no,154,1,999,0,nonexistent,no
47,married,yes,no,461,1,999,0,nonexistent,no
35,married,no,no,43,1,999,0,nonexistent,no
28,single,no,yes,157,3,999,0,nonexistent,no
48,married,yes,no,82,2,999,0,nonexistent,no
41,married,yes,no,278,1,999,0,nonexistent,no
28,married,no,no,258,1,2,2,success,yes
42,married,yes,no,29,4,999,0,nonexistent,no
38,married,yes,no,227,1,999,0,nonexistent,no
24,single,no,no,223,1,999,0,nonexistent,no
42,married,no,no,75,1,999,0,nonexistent,no
35,married,yes,no,149,1,999,0,nonexistent,no
27,married,yes,no,72,1,999,0,nonexistent,no
32,single,yes,no,127,3,999,0,nonexistent,no
44,married,yes,no,103,1,999,0,nonexistent,no
40,married,yes,no,131,1,999,0,nonexistent,no
35,married,yes,no,129,1,999,0,nonexistent,no
30,single,yes,yes,331,4,999,0,nonexistent,no
33,single,no,no,16,9,999,1,failure,no
48,married,no,no,349,1,999,1,failure,no
44,single,no,yes,73,6,999,0,nonexistent,no
31,divorced,yes,no,12,10,999,1,failure,no
32,married,no,no,149,1,999,0,nonexistent,no
32,married,yes,no,467,2,6,1,success,yes
44,married,no,no,118,2,999,0,nonexistent,no
37,married,yes,no,130,1,999,0,nonexistent,no
30,married,yes,no,288,1,999,0,nonexistent,yes
25,single,no,no,27,16,999,0,nonexistent,no
34,married,yes,no,874,3,999,0,nonexistent,no
40,married,no,no,331,1,999,0,nonexistent,no
40,married,no,no,53,1,999,1,failure,no
41,married,no,no,175,1,999,0,nonexistent,no
31,married,no,no,301,4,999,0,nonexistent,no
36,married,yes,no,161,2,999,0,nonexistent,no
29,single,yes,no,733,1,999,0,nonexistent,yes
36,single,no,yes,138,1,999,0,nonexistent,no
40,married,no,no,397,2,999,1,failure,no
33,married,yes,no,62,4,999,0,nonexistent,no
46,married,yes,no,187,3,999,0,nonexistent,no
31,single,yes,no,84,4,999,0,nonexistent,no
38,married,yes,no,117,2,999,0,nonexistent,no
25,single,yes,no,643,4,999,0,nonexistent,no
29,married,yes,no,117,1,999,0,nonexistent,no
41,married,yes,no,5,3,999,0,nonexistent,no
31,married,yes,no,174,1,999,0,nonexistent,no
35,married,no,yes,556,4,999,0,nonexistent,yes
52,married,yes,no,152,1,999,0,nonexistent,no
49,married,yes,no,92,1,999,0,nonexistent,no
31,divorced,yes,no,320,1,999,0,nonexistent,no
26,single,no,no,1310,2,999,0,nonexistent,yes
28,single,no,no,262,2,999,0,nonexistent,no
41,married,yes,no,120,2,999,0,nonexistent,no
47,single,no,yes,71,1,999,0,nonexistent,no
43,divorced,yes,no,342,2,999,0,nonexistent,no
25,single,yes,yes,660,2,6,3,success,yes
52,married,yes,yes,250,1,3,5,success,yes
81,divorced,yes,yes,176,1,999,0,nonexistent,yes
35,married,yes,no,110,2,18,2,failure,no
26,single,yes,no,24,2,999,0,nonexistent,no
49,divorced,no,no,55,1,999,0,nonexistent,no
28,single,no,no,528,1,999,0,nonexistent,no
43,married,no,yes,67,3,999,0,nonexistent,no
42,married,yes,no,94,2,999,0,nonexistent,no
35,married,no,yes,262,3,999,1,failure,yes
53,married,yes,no,988,5,999,0,nonexistent,no
35,married,yes,no,393,1,999,0,nonexistent,no
36,single,yes,no,337,2,999,0,nonexistent,no
25,single,no,no,186,4,999,0,nonexistent,no
42,married,no,no,84,2,999,0,nonexistent,no
30,single,yes,yes,166,1,999,0,nonexistent,no
26,single,no,no,87,5,999,0,nonexistent,no
53,married,no,no,891,2,999,0,nonexistent,no
33,single,no,no,178,5,999,0,nonexistent,no
35,married,unknown,unknown,171,1,999,0,nonexistent,no
45,married,no,no,154,3,999,0,nonexistent,no
31,married,no,no,101,3,999,0,nonexistent,no
31,married,no,no,280,4,999,0,nonexistent,no
31,divorced,yes,no,41,1,999,0,nonexistent,no
38,married,yes,no,227,1,999,0,nonexistent,no
37,married,no,no,198,1,999,0,nonexistent,yes
37,married,no,no,292,3,999,0,nonexistent,yes
58,married,no,yes,144,1,999,0,nonexistent,no
32,married,yes,no,177,1,999,0,nonexistent,no
54,divorced,no,no,86,2,999,0,nonexistent,no
32,married,no,no,187,1,999,0,nonexistent,no
37,single,yes,no,205,11,999,0,nonexistent,no
30,single,no,no,195,1,999,0,nonexistent,no
36,single,yes,no,182,2,999,0,nonexistent,no
28,married,yes,no,346,1,999,0,nonexistent,no
40,married,no,no,608,3,999,0,nonexistent,no
38,married,no,no,119,1,999,0,nonexistent,no
39,married,yes,no,214,2,999,0,nonexistent,no
59,divorced,no,no,97,2,999,1,failure,no
40,divorced,no,no,148,18,999,0,nonexistent,no
56,married,no,no,167,3,999,0,nonexistent,no
